Date,Hour,Store_ID,Staff_On_Shift,Transactions,Total_Sales,Foot_Traffic
2024-06-01,17,118,3,17,684.29,127
2024-06-01,18,118,2,17,688.55,153
2024-06-01,19,118,2,15,492.23,122
2024-06-01,20,118,5,13,408.52,116
2024-06-01,21,118,3,26,915.02,124
2024-06-01,10,119,4,17,743.47,115
2024-06-01,11,119,4,14,539.08,107
2024-06-01,12,119,4,19,840.94,125
2024-06-01,13,119,3,12,457.32,104
2024-06-01,14,119,5,23,610.25,118
2024-06-01,15,119,5,15,414.09,98
2024-06-01,16,119,4,13,485.98,113
2024-06-01,17,119,3,18,593.62,132
2024-06-01,18,119,3,14,543.13,135
2024-06-01,19,119,5,19,709.21,133
2024-06-01,20,119,5,13,404.74,131
2024-06-01,21,119,3,16,625.79,137
2024-06-01,10,120,2,12,335.16,116
2024-06-01,11,120,5,11,344.75,113
2024-06-01,12,120,2,18,760.75,114
2024-06-01,13,120,5,11,377.86,117
2024-06-01,14,120,5,17,608.88,123
2024-06-01,15,120,5,9,356.65,119
2024-06-01,16,120,4,17,421.7,137
2024-06-01,17,120,3,11,328.8,112
2024-06-01,18,120,5,13,469.73,106
2024-06-01,19,120,5,12,299.41,119
2024-06-01,20,120,2,9,301.64,130
2024-06-01,21,120,4,11,414.23,115
2024-06-01,10,121,4,14,388.21,106
2024-06-01,11,121,5,12,443.23,112
2024-06-01,12,121,5,16,371.63,116
2024-06-01,13,121,5,16,532.0,123
2024-06-01,14,121,4,12,320.26,130
2024-06-01,15,121,3,3,130.1,120
2024-06-01,16,121,5,14,469.61,139
2024-06-01,17,121,2,15,430.8,102
2024-06-01,18,121,5,13,336.25,120
2024-06-01,19,121,2,6,193.05,104
2024-06-01,20,121,5,28,896.85,133
2024-06-01,21,121,2,14,556.76,123
2024-06-01,10,122,4,19,620.42,124
2024-06-01,11,122,3,12,382.42,107
2024-06-01,12,122,3,14,492.02,113
2024-06-01,13,122,4,13,386.67,114
2024-06-01,14,122,5,18,763.43,122
2024-06-01,15,122,5,18,688.31,120
2024-06-01,16,122,5,18,613.63,131
2024-06-01,17,122,2,20,739.4,135
2024-06-01,18,122,2,19,686.06,121
2024-06-01,19,122,3,15,563.47,124
2024-06-01,20,122,5,14,488.1,103
2024-06-01,21,122,2,19,634.62,130
2024-06-01,10,123,5,19,720.71,128
2024-06-01,11,123,2,17,559.48,115
2024-06-01,12,123,5,16,686.81,129
2024-06-01,13,123,2,19,640.76,123
2024-06-01,14,123,2,11,400.63,94
2024-06-01,15,123,4,14,435.27,122
2024-06-01,16,123,4,17,460.9,122
2024-06-01,17,123,2,13,385.41,106
2024-06-01,18,123,2,16,554.77,122
2024-06-01,19,123,5,16,646.62,126
2024-06-01,20,123,4,20,707.4,108
2024-06-01,21,123,3,13,394.37,124
2024-06-01,10,124,2,15,581.25,125
2024-06-01,11,124,5,18,661.92,109
2024-06-01,12,124,2,12,443.62,136
2024-06-01,13,124,2,13,387.11,133
2024-06-01,14,124,3,12,426.28,111
2024-06-01,15,124,5,14,574.51,119
2024-06-01,16,124,4,13,502.88,119
2024-06-01,17,124,4,16,600.16,123
2024-06-01,18,124,4,17,766.66,123
2024-06-01,19,124,3,14,521.0,107
2024-06-01,20,124,5,7,274.86,101
2024-06-01,21,124,2,15,567.07,108
2024-06-01,10,125,2,16,734.27,129
2024-06-01,11,125,4,15,659.4,129
2024-06-01,12,125,4,15,572.26,114
2024-06-01,13,125,5,19,647.59,124
2024-06-01,14,125,4,16,550.66,123
2024-06-01,15,125,3,13,623.16,125
2024-06-01,16,125,2,14,632.38,123
2024-06-01,17,125,3,19,772.97,129
2024-06-01,18,125,4,9,375.38,108
2024-06-01,19,125,5,21,820.89,124
2024-06-01,20,125,4,12,359.65,117
2024-06-01,21,125,4,21,694.58,124
2024-06-01,10,126,2,10,316.72,131
2024-06-01,11,126,4,17,693.0,129
2024-06-01,12,126,4,8,353.7,134
2024-06-01,13,126,3,17,615.3,107
2024-06-01,14,126,2,14,513.14,129
2024-06-01,15,126,3,21,899.86,130
2024-06-01,16,126,2,13,498.73,105
2024-06-01,17,126,3,16,703.62,104
2024-06-01,18,126,5,15,486.78,124
2024-06-01,19,126,3,13,377.61,123
2024-06-01,20,126,3,9,390.21,108
2024-06-01,21,126,3,20,644.35,128
2024-06-01,10,127,3,21,863.13,132
2024-06-01,11,127,3,11,375.95,119
2024-06-01,12,127,5,17,517.5,126
2024-06-01,13,127,3,19,623.78,115
2024-06-01,14,127,5,12,371.76,124
2024-06-01,15,127,2,18,459.07,111
2024-06-01,16,127,2,17,728.23,116
2024-06-01,17,127,4,13,412.63,131
2024-06-01,18,127,2,19,761.91,121
2024-06-01,19,127,3,15,504.26,133
2024-06-01,20,127,4,21,658.56,122
2024-06-01,21,127,5,14,548.41,126
2024-06-01,10,128,2,17,685.68,119
2024-06-01,11,128,4,12,405.83,117
2024-06-01,12,128,5,17,580.74,118
2024-06-01,13,128,5,13,480.78,127
2024-06-01,14,128,4,14,533.39,108
2024-06-01,15,128,4,14,452.67,139
2024-06-01,16,128,4,22,938.62,119
2024-06-01,17,128,2,15,385.93,125
2024-06-01,18,128,4,17,638.3,125
2024-06-01,19,128,3,17,622.06,114
2024-06-01,20,128,2,11,392.96,118
2024-06-01,21,128,2,9,297.08,119
2024-06-02,10,101,2,18,675.36,111
2024-06-02,11,101,3,19,750.89,105
2024-06-02,12,101,2,14,503.32,123
2024-06-02,13,101,4,21,564.02,116
2024-06-02,14,101,5,13,463.18,101
2024-06-02,15,101,4,22,837.08,128
2024-06-02,16,101,2,14,516.63,120
2024-06-02,17,101,5,16,491.34,130
2024-06-02,18,101,3,14,573.39,118
2024-06-02,19,101,4,12,458.28,129
2024-06-02,20,101,5,24,777.61,132
2024-06-02,21,101,2,14,503.19,133
2024-06-02,10,102,4,13,447.52,124
2024-06-02,11,102,2,18,664.62,117
2024-06-02,12,102,5,18,628.44,123
2024-06-02,13,102,4,12,385.43,125
2024-06-02,14,102,3,11,483.5,128
2024-06-02,15,102,3,12,423.05,97
2024-06-02,16,102,2,17,625.76,127
2024-06-02,17,102,5,6,210.09,93
2024-06-02,18,102,3,10,445.6,123
2024-06-02,19,102,5,19,696.65,133
2024-06-02,20,102,4,14,362.55,118
2024-06-02,21,102,2,12,433.79,113
2024-06-02,10,103,5,14,368.33,130
2024-06-02,11,103,2,10,294.0,114
2024-06-02,12,103,2,12,445.17,109
2024-06-02,13,103,2,11,484.3,110
2024-06-02,14,103,4,6,211.52,111
2024-06-02,15,103,4,8,238.14,110
2024-06-02,16,103,4,15,535.16,119
2024-06-02,17,103,2,14,418.85,123
2024-06-02,18,103,2,15,462.55,125
2024-06-02,19,103,4,9,401.96,127
2024-06-02,20,103,2,22,822.14,132
2024-06-02,21,103,2,14,574.91,132
2024-06-02,10,104,4,15,462.74,103
2024-06-02,11,104,2,18,681.47,124
2024-06-02,12,104,2,9,332.77,121
2024-06-02,13,104,5,20,691.46,115
2024-06-02,14,104,2,10,409.38,108
2024-06-02,15,104,5,10,355.11,103
2024-06-02,16,104,2,14,525.57,136
2024-06-02,17,104,2,17,524.23,118
2024-06-02,18,104,4,17,443.94,113
2024-06-02,19,104,5,12,478.54,115
2024-06-02,20,104,4,15,475.33,123
2024-06-02,21,104,2,13,423.1,113
2024-06-02,10,105,5,19,730.39,125
2024-06-02,11,105,2,18,624.02,139
2024-06-02,12,105,3,13,435.77,120
2024-06-02,13,105,2,16,396.51,108
2024-06-02,14,105,4,16,641.77,137
2024-06-02,15,105,3,13,368.02,116
2024-06-02,16,105,3,21,828.95,126
2024-06-02,17,105,5,12,469.31,115
2024-06-02,18,105,3,15,560.14,117
2024-06-02,19,105,4,10,345.54,116
2024-06-02,20,105,5,11,475.69,107
2024-06-02,21,105,3,12,396.7,91
2024-06-02,10,106,3,11,569.76,141
2024-06-02,11,106,4,13,435.1,109
2024-06-02,12,106,2,14,382.35,129
2024-06-02,13,106,2,19,644.11,125
2024-06-02,14,106,3,14,511.52,109
2024-06-02,15,106,4,13,531.15,109
2024-06-02,16,106,5,18,566.73,123
2024-06-02,17,106,2,7,203.16,111
2024-06-02,18,106,5,9,328.41,91
2024-06-02,19,106,2,17,511.81,128
2024-06-02,20,106,5,11,495.6,132
2024-06-02,21,106,4,12,374.24,131
2024-06-02,10,107,2,11,444.3,118
2024-06-02,11,107,4,15,548.2,118
2024-06-02,12,107,4,13,424.07,87
2024-06-02,13,107,2,17,501.75,136
2024-06-02,14,107,2,15,441.22,130
2024-06-02,15,107,3,9,327.93,113
2024-06-02,16,107,4,13,522.03,121
2024-06-02,17,107,5,21,579.08,152
2024-06-02,18,107,4,11,424.92,120
2024-06-02,19,107,5,16,533.57,115
2024-06-02,20,107,4,17,581.73,122
2024-06-02,21,107,5,17,688.26,115
2024-06-02,10,108,5,12,364.54,129
2024-06-02,11,108,3,7,221.8,116
2024-06-02,12,108,5,9,350.26,121
2024-06-02,13,108,3,16,534.27,127
2024-06-02,14,108,5,13,527.28,111
2024-06-02,15,108,5,12,432.48,139
2024-06-02,16,108,5,14,535.36,122
2024-06-02,17,108,3,17,520.09,124
2024-06-02,18,108,2,10,375.4,125
2024-06-02,19,108,2,9,430.44,104
2024-06-02,20,108,2,10,408.12,122
2024-06-02,21,108,2,7,273.44,119
2024-06-02,10,109,2,22,777.07,139
2024-06-02,11,109,3,15,612.63,124
2024-06-02,12,109,5,9,234.64,110
2024-06-02,13,109,2,14,352.19,122
2024-06-02,14,109,2,13,384.44,131
2024-06-02,15,109,3,11,318.19,123
2024-06-02,16,109,4,16,534.82,130
2024-06-02,17,109,4,13,401.93,128
2024-06-02,18,109,5,19,666.96,127
2024-06-02,19,109,3,13,471.86,139
2024-06-02,20,109,4,20,663.29,119
2024-06-02,21,109,5,12,527.1,128
2024-06-02,10,110,2,10,389.89,101
2024-06-02,11,110,5,16,526.8,113
2024-06-02,12,110,4,17,608.91,138
2024-06-02,13,110,3,16,671.26,113
2024-06-02,14,110,4,9,363.01,101
2024-06-02,15,110,3,15,441.25,112
2024-06-02,16,110,2,22,708.72,138
2024-06-02,17,110,3,11,363.12,116
2024-06-02,18,110,4,24,760.63,131
2024-06-02,19,110,2,11,379.96,116
2024-06-02,20,110,4,13,472.49,127
2024-06-02,21,110,3,17,596.03,131
2024-06-02,10,111,4,11,409.57,103
2024-06-02,11,111,3,14,513.91,114
2024-06-02,12,111,5,11,394.59,112
2024-06-02,13,111,2,20,670.17,136
2024-06-02,14,111,5,13,331.87,127
2024-06-02,15,111,4,13,481.33,114
2024-06-02,16,111,4,16,417.95,112
2024-06-02,17,111,2,10,302.97,98
2024-06-02,18,111,2,17,663.49,120
2024-06-02,19,111,2,11,400.32,120
2024-06-02,20,111,4,16,690.28,109
2024-06-02,21,111,4,15,476.16,107
2024-06-02,10,112,3,11,330.81,113
2024-06-02,11,112,4,16,492.68,106
2024-06-02,12,112,5,8,313.38,116
2024-06-02,13,112,5,20,654.12,121
2024-06-02,14,112,2,11,331.22,112
2024-06-02,15,112,5,28,931.0,140
2024-06-02,16,112,3,11,353.01,129
2024-06-02,17,112,3,17,514.26,145
2024-06-02,18,112,3,19,703.31,123
2024-06-02,19,112,5,12,433.34,104
2024-06-02,20,112,2,13,550.0,115
2024-06-02,21,112,3,19,715.34,119
2024-06-02,10,113,2,7,224.5,128
2024-06-02,11,113,2,11,399.44,102
2024-06-02,12,113,2,22,729.29,133
2024-06-02,13,113,3,21,565.4,123
2024-06-02,14,113,5,10,274.2,124
2024-06-02,15,113,5,12,419.1,125
2024-06-02,16,113,4,14,498.0,120
2024-06-02,17,113,2,16,694.73,127
2024-06-02,18,113,3,10,353.69,114
2024-06-02,19,113,2,12,432.95,123
2024-06-02,20,113,2,15,705.49,127
2024-06-02,21,113,4,18,650.18,115
2024-06-02,10,114,2,15,372.42,130
2024-06-02,11,114,3,15,562.59,126
2024-06-02,12,114,5,14,426.56,143
2024-06-02,13,114,4,15,592.96,119
2024-06-02,14,114,4,12,497.3,131
2024-06-02,15,114,3,24,837.74,128
2024-06-02,16,114,4,12,400.55,112
2024-06-02,17,114,4,18,435.73,118
2024-06-02,18,114,5,19,662.01,128
2024-06-02,19,114,5,13,472.97,124
2024-06-02,20,114,4,14,578.96,113
2024-06-02,21,114,4,11,327.4,122
2024-06-02,10,115,5,17,625.45,135
2024-06-02,11,115,5,15,690.69,116
2024-06-02,12,115,2,10,425.56,104
2024-06-02,13,115,2,20,717.37,119
2024-06-02,14,115,3,11,432.17,118
2024-06-02,15,115,2,9,329.5,129
2024-06-02,16,115,5,20,772.1,134
2024-06-02,17,115,3,18,550.01,135
2024-06-02,18,115,4,17,537.44,125
2024-06-02,19,115,3,14,527.48,130
2024-06-02,20,115,3,15,449.18,116
2024-06-02,21,115,4,16,480.77,131
2024-06-02,10,116,3,15,606.93,113
2024-06-02,11,116,5,21,810.14,120
2024-06-02,12,116,4,14,440.79,125
2024-06-02,13,116,2,19,654.67,116
2024-06-02,14,116,3,16,506.85,133
2024-06-02,15,116,3,13,375.81,118
2024-06-02,16,116,2,17,581.25,114
2024-06-02,17,116,3,18,587.57,141
2024-06-02,18,116,3,17,640.62,99
2024-06-02,19,116,3,19,683.4,138
2024-06-02,20,116,5,9,325.53,107
2024-06-02,21,116,5,11,373.6,124
2024-06-02,10,117,5,23,392.12,130
2024-06-02,11,117,4,17,621.09,112
2024-06-02,12,117,5,7,230.92,92
2024-06-02,13,117,3,9,277.75,119
2024-06-02,14,117,2,17,625.09,101
2024-06-02,15,117,3,15,523.79,117
2024-06-02,16,117,2,6,237.06,109
2024-06-02,17,117,3,17,484.88,133
2024-06-02,18,117,4,13,445.36,120
2024-06-02,19,117,3,5,187.35,121
2024-06-02,20,117,3,10,385.15,140
2024-06-02,21,117,5,18,557.32,129
2024-06-02,10,118,4,16,483.31,116
2024-06-02,11,118,4,15,419.97,124
2024-06-02,12,118,2,17,615.06,114
2024-06-02,13,118,3,15,384.33,115
2024-06-02,14,118,3,10,357.86,102
2024-06-02,15,118,2,13,403.58,140
2024-06-02,16,118,2,14,587.02,118
2024-06-02,17,118,4,12,316.04,128
2024-06-02,18,118,2,8,316.31,114
2024-06-02,19,118,3,16,567.86,118
2024-06-02,20,118,2,13,352.63,120
2024-06-02,21,118,4,19,571.32,113
2024-06-02,10,119,3,17,579.16,143
2024-06-02,11,119,5,14,600.7,114
2024-06-02,12,119,3,14,605.35,111
2024-06-02,13,119,3,10,290.67,132
2024-06-02,14,119,2,10,330.97,110
2024-06-02,15,119,3,19,694.61,115
2024-06-02,16,119,2,12,431.83,125
2024-06-02,17,119,5,15,537.7,119
2024-06-02,18,119,4,21,878.29,114
2024-06-02,19,119,2,13,343.34,125
2024-06-02,20,119,3,14,582.06,122
2024-06-02,21,119,5,19,736.08,108
2024-06-02,10,120,2,21,731.92,132
2024-06-02,11,120,5,7,187.79,125
2024-06-02,12,120,5,24,996.1,133
2024-06-02,13,120,3,14,449.25,128
2024-06-02,14,120,5,17,575.03,125
2024-06-02,15,120,4,12,352.97,116
2024-06-02,16,120,5,15,565.68,129
2024-06-02,17,120,2,16,712.54,123
2024-06-02,18,120,4,11,444.04,121
2024-06-02,19,120,3,11,434.55,112
2024-06-02,20,120,4,7,297.66,100
2024-06-02,21,120,4,11,399.01,130
2024-06-02,10,121,2,14,495.21,117
2024-06-02,11,121,4,14,609.35,134
2024-06-02,12,121,5,18,622.75,131
2024-06-02,13,121,5,6,241.8,95
2024-06-02,14,121,2,13,461.95,107
2024-06-02,15,121,4,13,505.62,107
2024-06-02,16,121,2,13,404.16,123
2024-06-02,17,121,5,12,400.79,110
2024-06-02,18,121,5,13,389.06,119
2024-06-02,19,121,5,19,678.62,127
2024-06-02,20,121,3,18,695.7,109
2024-06-02,21,121,3,14,436.36,117
2024-06-02,10,122,5,9,353.39,119
2024-06-02,11,122,3,15,500.24,118
2024-06-02,12,122,2,15,339.33,114
2024-06-02,13,122,4,17,709.67,119
2024-06-02,14,122,4,22,760.53,135
2024-06-02,15,122,4,15,564.63,120
2024-06-02,16,122,3,14,471.62,126
2024-06-02,17,122,5,11,468.45,114
2024-06-02,18,122,2,15,373.27,135
2024-06-02,19,122,2,18,677.06,122
2024-06-02,20,122,3,15,525.47,129
2024-06-02,21,122,2,19,600.08,129
2024-06-02,10,123,4,14,505.51,126
2024-06-02,11,123,5,10,355.3,112
2024-06-02,12,123,2,12,320.7,122
2024-06-02,13,123,2,16,420.72,109
2024-06-02,14,123,5,19,705.58,121
2024-06-02,15,123,3,20,938.19,119
2024-06-02,16,123,3,6,181.48,102
2024-06-02,17,123,3,5,205.38,79
2024-06-02,18,123,5,19,789.78,105
2024-06-02,19,123,2,15,413.2,129
2024-06-02,20,123,5,14,605.21,120
2024-06-02,21,123,2,13,467.07,111
2024-06-02,10,124,2,11,490.58,128
2024-06-02,11,124,2,11,383.28,112
2024-06-02,12,124,5,14,386.31,134
2024-06-02,13,124,2,15,461.09,136
2024-06-02,14,124,5,11,307.61,125
2024-06-02,15,124,4,7,256.63,118
2024-06-02,16,124,3,13,506.75,108
2024-06-02,17,124,4,17,486.43,115
2024-06-02,18,124,5,18,613.4,138
2024-06-02,19,124,5,16,609.54,131
2024-06-02,20,124,3,19,601.46,124
2024-06-02,21,124,2,7,287.3,112
2024-06-02,10,125,5,12,515.83,109
2024-06-02,11,125,5,20,785.0,129
2024-06-02,12,125,5,15,395.94,116
2024-06-02,13,125,2,21,701.62,115
2024-06-02,14,125,5,10,357.31,118
2024-06-02,15,125,5,8,256.92,113
2024-06-02,16,125,2,18,556.75,113
2024-06-02,17,125,2,10,355.68,113
2024-06-02,18,125,4,21,858.35,127
2024-06-02,19,125,5,9,265.39,116
2024-06-02,20,125,4,15,634.94,117
2024-06-02,21,125,5,16,616.45,112
2024-06-02,10,126,5,16,624.21,111
2024-06-02,11,126,3,11,306.33,100
2024-06-02,12,126,4,11,330.38,129
2024-06-02,13,126,2,9,311.72,103
2024-06-02,14,126,4,18,721.11,137
2024-06-02,15,126,2,23,553.84,125
2024-06-02,16,126,3,17,630.18,126
2024-06-02,17,126,5,9,302.1,107
2024-06-02,18,126,3,19,916.43,129
2024-06-02,19,126,5,15,576.86,119
2024-06-02,20,126,4,18,837.36,131
2024-06-02,21,126,4,14,537.03,125
2024-06-02,10,127,2,18,538.69,123
2024-06-02,11,127,2,10,437.82,121
2024-06-02,12,127,5,12,457.5,111
2024-06-02,13,127,2,10,371.28,117
2024-06-02,14,127,4,15,589.05,112
2024-06-02,15,127,2,17,546.17,115
2024-06-02,16,127,3,17,661.58,121
2024-06-02,17,127,4,11,396.17,92
2024-06-02,18,127,5,12,375.05,120
2024-06-02,19,127,2,10,346.68,118
2024-06-02,20,127,5,10,349.1,109
2024-06-02,21,127,3,18,361.34,119
2024-06-02,10,128,5,17,573.97,118
2024-06-02,11,128,5,16,612.77,121
